customer_id,customer_name,segment,age_band,province,risk_band,created_date,snapshot_date,is_active
CUST00002822,Maya Shrestha,STUDENT,35-44,Sudurpashchim,HIGH,2021-09-12,2026-01-01,true
CUST00002823,Suman Tamang,SENIOR,35-44,Koshi,HIGH,2023-09-25,2026-01-01,false
CUST00002824,Kiran Yadav,SENIOR,35-44,Koshi,LOW,2023-07-12,2026-01-01,true
CUST00002825,Subash Poudel,SENIOR,25-34,Karnali,LOW,2020-03-07,2026-01-01,true
CUST00002826,Nisha Maharjan,SENIOR,55+,Madhesh,LOW,2018-05-12,2026-01-01,true
CUST00002827,Aarav Tamang,RETAIL,35-44,Lumbini,LOW,2020-08-02,2026-01-01,true
CUST00002828,Maya Thapa,STUDENT,55+,Karnali,MEDIUM,2024-03-01,2026-01-01,true
CUST00002829,Anika Poudel,STUDENT,35-44,Karnali,HIGH,2020-04-25,2026-01-01,true
CUST00002830,Bikash Yadav,SME,45-54,Bagmati,HIGH,2022-05-02,2026-01-01,true
CUST00002831,Maya Shrestha,PREMIUM,18-24,Bagmati,LOW,2022-10-17,2026-01-01,false
CUST00002832,Suman Tamang,STUDENT,25-34,Karnali,HIGH,2018-04-22,2026-01-01,true
CUST00002833,Suman Poudel,RETAIL,25-34,Lumbini,HIGH,2023-02-02,2026-01-01,true
CUST00002834,Bikash Yadav,RETAIL,35-44,Karnali,LOW,2021-12-25,2026-01-01,true
CUST00002835,Nisha Thapa,PREMIUM,18-24,Karnali,MEDIUM,2017-11-22,2026-01-01,false
CUST00002836,Rita Poudel,STUDENT,45-54,Bagmati,MEDIUM,2020-04-25,2026-01-01,true
CUST00002837,Kiran Rai,SENIOR,18-24,Koshi,HIGH,2019-01-02,2026-01-01,true
CUST00002838,Asmita Tamang,PREMIUM,45-54,Sudurpashchim,LOW,2025-04-08,2026-01-01,false
CUST00002839,Rita Thapa,SENIOR,55+,Bagmati,LOW,2023-01-11,2026-01-01,true
CUST00002840,Anika Shrestha,STUDENT,45-54,Madhesh,MEDIUM,2020-05-06,2026-01-01,true
CUST00002841,Rita Tamang,SME,18-24,Karnali,LOW,2024-05-22,2026-01-01,true
CUST00002842,Asmita Thapa,RETAIL,18-24,Karnali,LOW,2023-10-08,2026-01-01,true
CUST00002843,Subash Rai,RETAIL,18-24,Sudurpashchim,LOW,2021-11-06,2026-01-01,true
CUST00002844,Puja Yadav,STUDENT,18-24,Lumbini,LOW,2020-06-02,2026-01-01,true
CUST00002845,Kiran Poudel,STUDENT,35-44,Koshi,MEDIUM,2025-02-27,2026-01-01,false
CUST00002846,Puja Bista,SENIOR,45-54,Gandaki,MEDIUM,2021-09-17,2026-01-01,true
CUST00002847,Maya Bista,SME,18-24,Koshi,HIGH,2018-09-24,2026-01-01,false
CUST00002848,Maya Karki,STUDENT,55+,Madhesh,LOW,2020-05-03,2026-01-01,true
CUST00002849,Ramesh Yadav,SENIOR,55+,Bagmati,LOW,2020-09-18,2026-01-01,true
CUST00002850,Anika Yadav,STUDENT,55+,Karnali,LOW,2018-09-14,2026-01-01,false
CUST00002851,Bikash Maharjan,RETAIL,18-24,Madhesh,MEDIUM,2023-02-13,2026-01-01,true
CUST00002852,Ramesh Shrestha,STUDENT,18-24,Karnali,LOW,2024-07-12,2026-01-01,true
CUST00002853,Rita Tamang,SENIOR,55+,Karnali,MEDIUM,2020-11-11,2026-01-01,true
CUST00002854,Puja Rai,PREMIUM,25-34,Koshi,HIGH,2022-04-06,2026-01-01,true
CUST00002855,Bikash Thapa,RETAIL,45-54,Madhesh,MEDIUM,2018-01-29,2026-01-01,true
CUST00002856,Asmita Yadav,SME,18-24,Lumbini,HIGH,2020-01-13,2026-01-01,true
CUST00002857,Asmita Rai,SENIOR,35-44,Bagmati,LOW,2020-02-26,2026-01-01,true
CUST00002858,Aarav Gurung,SENIOR,45-54,Gandaki,MEDIUM,2023-04-09,2026-01-01,true
CUST00002859,Anika Tamang,SME,45-54,Gandaki,LOW,2023-12-13,2026-01-01,false
CUST00002860,Puja Tamang,SENIOR,55+,Lumbini,MEDIUM,2024-04-14,2026-01-01,true
CUST00002861,Maya Yadav,SENIOR,35-44,Karnali,LOW,2025-03-28,2026-01-01,false
CUST00002862,Bikash Thapa,PREMIUM,18-24,Bagmati,LOW,2018-02-23,2026-01-01,false
CUST00002863,Anika Yadav,SENIOR,45-54,Lumbini,LOW,2021-08-02,2026-01-01,true
CUST00002864,Rita Maharjan,RETAIL,25-34,Karnali,LOW,2023-08-18,2026-01-01,true
CUST00002865,Asmita Bista,SENIOR,45-54,Karnali,HIGH,2024-11-13,2026-01-01,false
CUST00002866,Kiran Thapa,SME,45-54,Karnali,HIGH,2023-08-25,2026-01-01,true
CUST00002867,Subash Gurung,STUDENT,35-44,Gandaki,LOW,2025-07-04,2026-01-01,true
CUST00002868,Kiran Bista,STUDENT,45-54,Lumbini,MEDIUM,2024-02-25,2026-01-01,true
CUST00002869,Anika Yadav,PREMIUM,25-34,Bagmati,LOW,2022-10-27,2026-01-01,false
CUST00002870,Aarav Tamang,SME,18-24,Sudurpashchim,HIGH,2019-01-09,2026-01-01,true
CUST00002871,Ramesh Rai,PREMIUM,25-34,Lumbini,LOW,2022-03-28,2026-01-01,true
CUST00002872,Asmita Yadav,SENIOR,18-24,Koshi,HIGH,2025-11-14,2026-01-01,true
CUST00002873,Puja Poudel,PREMIUM,18-24,Koshi,MEDIUM,2018-07-11,2026-01-01,true
CUST00002874,Subash Shrestha,SENIOR,18-24,Sudurpashchim,LOW,2018-07-13,2026-01-01,true
CUST00002875,Bikash Rai,STUDENT,18-24,Lumbini,MEDIUM,2023-01-08,2026-01-01,false
CUST00002876,Anika Bista,PREMIUM,35-44,Sudurpashchim,LOW,2019-06-23,2026-01-01,true
CUST00002877,Ramesh Shrestha,RETAIL,45-54,Koshi,MEDIUM,2018-12-13,2026-01-01,true
CUST00002878,Subash Thapa,SME,55+,Bagmati,MEDIUM,2020-05-23,2026-01-01,false
CUST00002879,Suman Yadav,PREMIUM,45-54,Gandaki,HIGH,2019-10-24,2026-01-01,true
CUST00002880,Ramesh Tamang,PREMIUM,35-44,Madhesh,LOW,2020-10-23,2026-01-01,true
CUST00002881,Rita Karki,SENIOR,25-34,Karnali,LOW,2023-03-15,2026-01-01,false
CUST00002882,Aarav Thapa,RETAIL,55+,Madhesh,LOW,2020-02-18,2026-01-01,true
CUST00002883,Asmita Maharjan,PREMIUM,18-24,Koshi,HIGH,2017-12-30,2026-01-01,true
CUST00002884,Puja Poudel,SME,25-34,Bagmati,LOW,2022-09-25,2026-01-01,true
CUST00002885,Asmita Bista,RETAIL,25-34,Madhesh,LOW,2024-09-28,2026-01-01,true
CUST00002886,Suman Maharjan,STUDENT,18-24,Madhesh,HIGH,2020-09-23,2026-01-01,true
CUST00002887,Asmita Tamang,RETAIL,18-24,Lumbini,LOW,2019-12-20,2026-01-01,true
CUST00002888,Suman Yadav,RETAIL,45-54,Karnali,HIGH,2025-09-18,2026-01-01,true
CUST00002889,Ramesh Tamang,RETAIL,35-44,Sudurpashchim,HIGH,2017-11-14,2026-01-01,false
CUST00002890,Subash Gurung,SENIOR,45-54,Karnali,LOW,2023-03-30,2026-01-01,true
CUST00002891,Suman Rai,STUDENT,18-24,Madhesh,LOW,2023-12-24,2026-01-01,true
CUST00002892,Nisha Maharjan,STUDENT,45-54,Koshi,MEDIUM,2018-12-17,2026-01-01,true
CUST00002893,Asmita Bista,RETAIL,25-34,Madhesh,LOW,2024-03-13,2026-01-01,true
CUST00002894,Nisha Shrestha,SME,35-44,Sudurpashchim,HIGH,2025-02-07,2026-01-01,true
CUST00002895,Nisha Poudel,SENIOR,35-44,Koshi,MEDIUM,2021-07-06,2026-01-01,false
CUST00002896,Rita Rai,SENIOR,25-34,Koshi,LOW,2019-12-27,2026-01-01,true
CUST00002897,Puja Yadav,SENIOR,35-44,Sudurpashchim,LOW,2021-07-20,2026-01-01,false
CUST00002898,Asmita Maharjan,SME,35-44,Karnali,LOW,2019-07-12,2026-01-01,true
CUST00002899,Aarav Tamang,STUDENT,45-54,Koshi,MEDIUM,2018-08-12,2026-01-01,true
CUST00002900,Anika Yadav,STUDENT,45-54,Koshi,HIGH,2017-11-18,2026-01-01,true
CUST00002901,Asmita Poudel,SME,18-24,Sudurpashchim,MEDIUM,2019-04-23,2026-01-01,false
CUST00002902,Ramesh Thapa,STUDENT,25-34,Koshi,HIGH,2022-12-27,2026-01-01,true
CUST00002903,Anika Shrestha,SME,18-24,Gandaki,MEDIUM,2021-12-17,2026-01-01,true
CUST00002904,Bikash Thapa,SME,18-24,Sudurpashchim,HIGH,2022-02-16,2026-01-01,true
CUST00002905,Nisha Tamang,SENIOR,45-54,Madhesh,HIGH,2021-12-29,2026-01-01,true
CUST00002906,Asmita Karki,STUDENT,18-24,Lumbini,LOW,2022-05-20,2026-01-01,true
CUST00002907,Ramesh Maharjan,PREMIUM,18-24,Karnali,MEDIUM,2018-07-10,2026-01-01,false
CUST00002908,Puja Yadav,SENIOR,18-24,Koshi,LOW,2023-07-24,2026-01-01,true
CUST00002909,Kiran Karki,PREMIUM,25-34,Madhesh,LOW,2017-11-30,2026-01-01,false
CUST00002910,Subash Thapa,PREMIUM,25-34,Lumbini,LOW,2020-07-28,2026-01-01,true
CUST00002911,Rita Rai,STUDENT,25-34,Sudurpashchim,HIGH,2025-01-14,2026-01-01,true
CUST00002912,Kiran Rai,SENIOR,45-54,Gandaki,LOW,2021-05-01,2026-01-01,false
CUST00002913,Anika Tamang,RETAIL,35-44,Lumbini,HIGH,2019-10-08,2026-01-01,true
CUST00002914,Maya Bista,PREMIUM,18-24,Sudurpashchim,HIGH,2024-10-06,2026-01-01,true
CUST00002915,Nisha Thapa,SENIOR,35-44,Gandaki,LOW,2023-08-09,2026-01-01,true
CUST00002916,Kiran Bista,SME,55+,Gandaki,HIGH,2021-03-02,2026-01-01,false
CUST00002917,Puja Tamang,SENIOR,25-34,Gandaki,HIGH,2023-06-08,2026-01-01,true
CUST00002918,Aarav Rai,SME,25-34,Gandaki,LOW,2017-11-10,2026-01-01,true
CUST00002919,Puja Thapa,SENIOR,45-54,Gandaki,MEDIUM,2021-07-09,2026-01-01,true
CUST00002920,Puja Thapa,SME,18-24,Madhesh,LOW,2022-01-12,2026-01-01,true
CUST00002921,Ramesh Rai,RETAIL,55+,Madhesh,HIGH,2025-03-18,2026-01-01,true
CUST00002922,Ramesh Poudel,SME,25-34,Koshi,HIGH,2018-05-01,2026-01-01,true
CUST00002923,Bikash Maharjan,SENIOR,45-54,Gandaki,LOW,2025-04-23,2026-01-01,true
CUST00002924,Kiran Shrestha,RETAIL,35-44,Karnali,HIGH,2019-03-05,2026-01-01,false
CUST00002925,Nisha Tamang,RETAIL,25-34,Bagmati,LOW,2019-10-06,2026-01-01,true
CUST00002926,Anika Tamang,RETAIL,18-24,Karnali,HIGH,2020-01-22,2026-01-01,true
CUST00002927,Asmita Shrestha,RETAIL,25-34,Bagmati,LOW,2023-09-15,2026-01-01,true
CUST00002928,Aarav Bista,RETAIL,55+,Koshi,MEDIUM,2024-02-09,2026-01-01,true
CUST00002929,Suman Rai,STUDENT,35-44,Sudurpashchim,MEDIUM,2023-11-24,2026-01-01,true
CUST00002930,Subash Thapa,SME,25-34,Gandaki,LOW,2018-11-27,2026-01-01,true
CUST00002931,Rita Gurung,RETAIL,18-24,Bagmati,LOW,2021-07-24,2026-01-01,true
CUST00002932,Kiran Karki,STUDENT,45-54,Lumbini,MEDIUM,2025-03-23,2026-01-01,true
CUST00002933,Bikash Yadav,RETAIL,55+,Karnali,LOW,2025-08-17,2026-01-01,true
CUST00002934,Bikash Thapa,RETAIL,25-34,Gandaki,LOW,2019-02-19,2026-01-01,true
CUST00002935,Kiran Shrestha,RETAIL,18-24,Gandaki,LOW,2019-12-22,2026-01-01,true
CUST00002936,Aarav Rai,SENIOR,35-44,Gandaki,LOW,2022-10-27,2026-01-01,true
CUST00002937,Kiran Poudel,STUDENT,45-54,Lumbini,LOW,2020-09-09,2026-01-01,true
CUST00002938,Aarav Thapa,SME,25-34,Sudurpashchim,LOW,2023-05-09,2026-01-01,false
CUST00002939,Puja Karki,SME,35-44,Gandaki,LOW,2024-08-09,2026-01-01,true
CUST00002940,Nisha Tamang,RETAIL,35-44,Bagmati,LOW,2023-04-20,2026-01-01,true
CUST00002941,Anika Yadav,RETAIL,45-54,Lumbini,HIGH,2025-11-10,2026-01-01,true
CUST00002942,Aarav Thapa,RETAIL,55+,Sudurpashchim,HIGH,2019-04-25,2026-01-01,false
CUST00002943,Nisha Poudel,PREMIUM,18-24,Karnali,LOW,2022-01-16,2026-01-01,true
CUST00002944,Puja Thapa,SME,25-34,Madhesh,HIGH,2024-05-23,2026-01-01,true
CUST00002945,Ramesh Bista,PREMIUM,45-54,Karnali,MEDIUM,2018-01-15,2026-01-01,false
CUST00002946,Rita Maharjan,STUDENT,35-44,Koshi,HIGH,2018-08-20,2026-01-01,true
CUST00002947,Ramesh Karki,SENIOR,45-54,Karnali,LOW,2020-07-22,2026-01-01,true
CUST00002948,Rita Tamang,PREMIUM,35-44,Sudurpashchim,LOW,2019-04-03,2026-01-01,true
CUST00002949,Suman Thapa,SME,25-34,Lumbini,HIGH,2023-11-15,2026-01-01,true
CUST00002950,Rita Gurung,SENIOR,45-54,Koshi,MEDIUM,2023-08-23,2026-01-01,true
CUST00002951,Subash Thapa,RETAIL,55+,Sudurpashchim,LOW,2024-04-06,2026-01-01,true
CUST00002952,Anika Karki,RETAIL,55+,Bagmati,HIGH,2018-09-12,2026-01-01,true
CUST00002953,Rita Tamang,STUDENT,55+,Bagmati,MEDIUM,2022-01-14,2026-01-01,true
CUST00002954,Subash Karki,STUDENT,55+,Sudurpashchim,HIGH,2022-06-15,2026-01-01,true
CUST00002955,Subash Shrestha,STUDENT,55+,Bagmati,MEDIUM,2019-03-03,2026-01-01,true
CUST00002956,Puja Shrestha,PREMIUM,55+,Bagmati,MEDIUM,2022-06-29,2026-01-01,true
CUST00002957,Suman Karki,SME,35-44,Lumbini,LOW,2022-10-01,2026-01-01,false
CUST00002958,Bikash Maharjan,PREMIUM,55+,Gandaki,LOW,2020-07-07,2026-01-01,false
CUST00002959,Aarav Thapa,SME,55+,Madhesh,LOW,2024-09-22,2026-01-01,true
CUST00002960,Puja Karki,RETAIL,18-24,Gandaki,LOW,2022-09-18,2026-01-01,false
CUST00002961,Aarav Poudel,RETAIL,25-34,Bagmati,HIGH,2019-09-07,2026-01-01,true
CUST00002962,Kiran Karki,PREMIUM,55+,Koshi,LOW,2018-01-27,2026-01-01,true
CUST00002963,Aarav Maharjan,PREMIUM,45-54,Madhesh,LOW,2020-09-12,2026-01-01,true
CUST00002964,Suman Maharjan,RETAIL,25-34,Madhesh,MEDIUM,2025-02-01,2026-01-01,true
CUST00002965,Nisha Tamang,RETAIL,25-34,Sudurpashchim,HIGH,2018-12-02,2026-01-01,true
CUST00002966,Asmita Thapa,SME,45-54,Koshi,LOW,2024-09-19,2026-01-01,true
CUST00002967,Suman Poudel,SME,18-24,Madhesh,HIGH,2022-02-16,2026-01-01,true
CUST00002968,Bikash Thapa,PREMIUM,18-24,Sudurpashchim,HIGH,2018-02-19,2026-01-01,true
CUST00002969,Kiran Shrestha,STUDENT,45-54,Madhesh,LOW,2024-09-23,2026-01-01,true
CUST00002970,Maya Poudel,PREMIUM,18-24,Gandaki,MEDIUM,2025-04-02,2026-01-01,true
CUST00002971,Subash Shrestha,SENIOR,25-34,Karnali,MEDIUM,2021-04-27,2026-01-01,true
CUST00002972,Nisha Poudel,PREMIUM,35-44,Koshi,HIGH,2023-08-22,2026-01-01,true
CUST00002973,Ramesh Rai,STUDENT,45-54,Sudurpashchim,MEDIUM,2019-05-26,2026-01-01,true
CUST00002974,Kiran Gurung,SENIOR,25-34,Madhesh,MEDIUM,2018-07-24,2026-01-01,true
CUST00002975,Aarav Tamang,STUDENT,25-34,Madhesh,MEDIUM,2017-11-14,2026-01-01,true
CUST00002976,Nisha Thapa,PREMIUM,25-34,Koshi,LOW,2020-02-28,2026-01-01,true
CUST00002977,Subash Yadav,STUDENT,55+,Sudurpashchim,LOW,2019-01-14,2026-01-01,true
CUST00002978,Kiran Rai,RETAIL,45-54,Koshi,LOW,2023-05-19,2026-01-01,true
CUST00002979,Maya Rai,PREMIUM,45-54,Madhesh,MEDIUM,2018-04-28,2026-01-01,false
CUST00002980,Suman Shrestha,SME,55+,Sudurpashchim,LOW,2018-07-14,2026-01-01,true
CUST00002981,Puja Tamang,RETAIL,18-24,Sudurpashchim,HIGH,2019-04-09,2026-01-01,true
CUST00002982,Aarav Karki,PREMIUM,25-34,Lumbini,HIGH,2021-03-17,2026-01-01,false
CUST00002983,Maya Yadav,SME,25-34,Madhesh,HIGH,2019-05-06,2026-01-01,true
CUST00002984,Asmita Rai,PREMIUM,45-54,Madhesh,LOW,2018-09-03,2026-01-01,false
CUST00002985,Puja Maharjan,RETAIL,35-44,Madhesh,HIGH,2022-08-31,2026-01-01,true
CUST00002986,Maya Tamang,SME,25-34,Lumbini,LOW,2022-05-20,2026-01-01,false
CUST00002987,Subash Bista,STUDENT,25-34,Sudurpashchim,HIGH,2018-04-02,2026-01-01,true
CUST00002988,Ramesh Karki,STUDENT,25-34,Karnali,LOW,2021-04-21,2026-01-01,true
CUST00002989,Maya Rai,RETAIL,35-44,Karnali,LOW,2019-01-27,2026-01-01,true
CUST00002990,Suman Karki,SME,45-54,Koshi,MEDIUM,2019-07-22,2026-01-01,true
CUST00002991,Anika Thapa,STUDENT,18-24,Gandaki,LOW,2021-03-28,2026-01-01,true
CUST00002992,Asmita Maharjan,STUDENT,25-34,Madhesh,LOW,2018-10-30,2026-01-01,true
CUST00002993,Puja Bista,PREMIUM,18-24,Koshi,MEDIUM,2018-11-16,2026-01-01,false
CUST00002994,Ramesh Thapa,RETAIL,35-44,Koshi,LOW,2022-02-16,2026-01-01,true
CUST00002995,Aarav Bista,STUDENT,35-44,Bagmati,LOW,2019-07-24,2026-01-01,false
CUST00002996,Anika Gurung,SME,25-34,Bagmati,LOW,2021-08-01,2026-01-01,true
CUST00002997,Ramesh Gurung,RETAIL,55+,Bagmati,MEDIUM,2023-03-18,2026-01-01,false
CUST00002998,Rita Karki,RETAIL,25-34,Koshi,MEDIUM,2020-10-28,2026-01-01,true
CUST00002999,Kiran Yadav,SENIOR,45-54,Lumbini,LOW,2018-12-25,2026-01-01,false
CUST00003000,Nisha Karki,SENIOR,18-24,Madhesh,LOW,2019-05-10,2026-01-01,false
CUST00003001,Anika Gurung,STUDENT,18-24,Sudurpashchim,LOW,2024-08-12,2026-01-01,true
CUST00003002,Bikash Maharjan,RETAIL,25-34,Gandaki,LOW,2021-01-24,2026-01-01,true
CUST00003003,Aarav Poudel,SENIOR,18-24,Koshi,LOW,2018-01-08,2026-01-01,true
CUST00003004,Subash Thapa,STUDENT,45-54,Koshi,HIGH,2018-07-19,2026-01-01,false
CUST00003005,Kiran Shrestha,PREMIUM,18-24,Bagmati,MEDIUM,2025-01-23,2026-01-01,true
CUST00003006,Ramesh Karki,SENIOR,35-44,Sudurpashchim,LOW,2024-02-22,2026-01-01,false
CUST00003007,Aarav Yadav,RETAIL,45-54,Karnali,HIGH,2025-03-26,2026-01-01,false
CUST00003008,Aarav Shrestha,SENIOR,55+,Karnali,MEDIUM,2018-06-24,2026-01-01,true
CUST00003009,Kiran Tamang,RETAIL,35-44,Bagmati,MEDIUM,2018-06-03,2026-01-01,false
CUST00003010,Maya Rai,PREMIUM,45-54,Karnali,LOW,2021-06-08,2026-01-01,true
CUST00003011,Ramesh Poudel,RETAIL,25-34,Lumbini,HIGH,2019-06-06,2026-01-01,false
CUST00003012,Anika Maharjan,RETAIL,55+,Sudurpashchim,MEDIUM,2023-02-17,2026-01-01,false
CUST00003013,Maya Bista,RETAIL,18-24,Madhesh,HIGH,2021-04-10,2026-01-01,false
CUST00003014,Asmita Bista,RETAIL,55+,Bagmati,HIGH,2024-06-26,2026-01-01,true
CUST00003015,Suman Bista,PREMIUM,55+,Lumbini,MEDIUM,2023-05-18,2026-01-01,true
CUST00003016,Asmita Bista,SME,35-44,Gandaki,MEDIUM,2020-10-18,2026-01-01,true
CUST00003017,Subash Gurung,PREMIUM,18-24,Bagmati,LOW,2018-12-11,2026-01-01,true
CUST00003018,Maya Maharjan,RETAIL,55+,Karnali,LOW,2022-10-07,2026-01-01,true
CUST00003019,Suman Gurung,SME,35-44,Karnali,LOW,2021-11-04,2026-01-01,true
CUST00003020,Anika Shrestha,PREMIUM,18-24,Sudurpashchim,LOW,2023-10-27,2026-01-01,true
CUST00003021,Ramesh Bista,SENIOR,45-54,Koshi,LOW,2024-08-25,2026-01-01,true
CUST00003022,Asmita Maharjan,RETAIL,25-34,Madhesh,MEDIUM,2023-03-14,2026-01-01,true
CUST00003023,Anika Shrestha,STUDENT,55+,Bagmati,MEDIUM,2021-07-02,2026-01-01,false
CUST00003024,Anika Karki,RETAIL,35-44,Gandaki,HIGH,2021-10-17,2026-01-01,true
CUST00003025,Bikash Rai,RETAIL,45-54,Lumbini,LOW,2025-07-27,2026-01-01,true
CUST00003026,Asmita Bista,PREMIUM,35-44,Gandaki,MEDIUM,2025-04-02,2026-01-01,true
CUST00003027,Maya Rai,PREMIUM,55+,Lumbini,MEDIUM,2024-03-06,2026-01-01,true
CUST00003028,Anika Karki,SME,35-44,Karnali,HIGH,2025-03-15,2026-01-01,true
CUST00003029,Subash Thapa,STUDENT,25-34,Gandaki,LOW,2022-04-17,2026-01-01,true
CUST00003030,Maya Rai,STUDENT,45-54,Karnali,HIGH,2020-07-11,2026-01-01,true
CUST00003031,Subash Thapa,SME,45-54,Bagmati,MEDIUM,2024-03-11,2026-01-01,true
CUST00003032,Puja Yadav,SME,25-34,Madhesh,HIGH,2021-10-04,2026-01-01,true
CUST00003033,Rita Tamang,PREMIUM,55+,Koshi,HIGH,2019-08-28,2026-01-01,true
CUST00003034,Subash Maharjan,RETAIL,35-44,Koshi,LOW,2025-07-31,2026-01-01,true
CUST00003035,Bikash Gurung,SME,45-54,Karnali,HIGH,2018-12-03,2026-01-01,true
CUST00003036,Suman Poudel,SME,25-34,Lumbini,LOW,2021-12-19,2026-01-01,false
CUST00003037,Puja Poudel,PREMIUM,55+,Koshi,LOW,2023-04-21,2026-01-01,true
CUST00003038,Aarav Karki,RETAIL,25-34,Madhesh,MEDIUM,2020-06-04,2026-01-01,true
CUST00003039,Maya Poudel,RETAIL,25-34,Lumbini,LOW,2019-07-22,2026-01-01,true
CUST00003040,Kiran Karki,SME,55+,Bagmati,HIGH,2023-05-22,2026-01-01,true
CUST00003041,Aarav Thapa,SME,18-24,Bagmati,LOW,2019-10-23,2026-01-01,false
CUST00003042,Aarav Thapa,PREMIUM,45-54,Sudurpashchim,LOW,2020-01-04,2026-01-01,true
CUST00003043,Subash Tamang,SME,45-54,Sudurpashchim,LOW,2025-01-06,2026-01-01,true
CUST00003044,Rita Shrestha,RETAIL,25-34,Bagmati,LOW,2020-05-08,2026-01-01,true
CUST00003045,Ramesh Maharjan,PREMIUM,35-44,Karnali,HIGH,2021-07-27,2026-01-01,true
CUST00003046,Ramesh Gurung,STUDENT,35-44,Koshi,MEDIUM,2020-02-07,2026-01-01,true
CUST00003047,Suman Maharjan,RETAIL,35-44,Lumbini,LOW,2020-12-16,2026-01-01,true
CUST00003048,Rita Rai,RETAIL,35-44,Bagmati,LOW,2018-01-01,2026-01-01,true
CUST00003049,Asmita Karki,SME,25-34,Sudurpashchim,LOW,2024-09-27,2026-01-01,false
CUST00003050,Bikash Gurung,RETAIL,55+,Sudurpashchim,MEDIUM,2024-01-16,2026-01-01,true
CUST00003051,Suman Rai,PREMIUM,25-34,Sudurpashchim,LOW,2022-01-16,2026-01-01,true
CUST00003052,Bikash Rai,SENIOR,18-24,Lumbini,MEDIUM,2019-02-23,2026-01-01,false
CUST00003053,Asmita Gurung,PREMIUM,35-44,Madhesh,LOW,2023-04-24,2026-01-01,true
CUST00003054,Kiran Bista,PREMIUM,25-34,Koshi,LOW,2022-05-01,2026-01-01,true
CUST00003055,Ramesh Maharjan,RETAIL,25-34,Madhesh,LOW,2019-02-22,2026-01-01,false
CUST00003056,Kiran Maharjan,STUDENT,25-34,Karnali,MEDIUM,2025-11-04,2026-01-01,false
CUST00003057,Subash Karki,PREMIUM,55+,Karnali,LOW,2020-10-16,2026-01-01,true
CUST00003058,Puja Bista,SME,25-34,Sudurpashchim,MEDIUM,2025-04-28,2026-01-01,false
CUST00003059,Ramesh Yadav,RETAIL,35-44,Karnali,HIGH,2025-01-08,2026-01-01,false
CUST00003060,Rita Tamang,RETAIL,18-24,Gandaki,HIGH,2019-12-26,2026-01-01,true
CUST00003061,Asmita Rai,RETAIL,45-54,Bagmati,MEDIUM,2025-01-24,2026-01-01,false
CUST00003062,Puja Tamang,STUDENT,45-54,Karnali,LOW,2021-09-16,2026-01-01,false
CUST00003063,Maya Rai,STUDENT,45-54,Madhesh,MEDIUM,2024-01-20,2026-01-01,false
CUST00003064,Puja Karki,RETAIL,18-24,Madhesh,HIGH,2019-09-10,2026-01-01,false
CUST00003065,Puja Thapa,STUDENT,35-44,Lumbini,LOW,2018-09-04,2026-01-01,true
CUST00003066,Aarav Bista,SME,35-44,Madhesh,MEDIUM,2021-03-06,2026-01-01,true
CUST00003067,Ramesh Bista,SME,45-54,Lumbini,MEDIUM,2021-02-18,2026-01-01,false
CUST00003068,Bikash Tamang,STUDENT,45-54,Bagmati,LOW,2019-05-25,2026-01-01,true
CUST00003069,Puja Tamang,STUDENT,35-44,Madhesh,HIGH,2017-11-19,2026-01-01,true
CUST00003070,Rita Rai,RETAIL,55+,Karnali,MEDIUM,2020-04-17,2026-01-01,true
CUST00003071,Bikash Poudel,SENIOR,25-34,Sudurpashchim,MEDIUM,2025-11-04,2026-01-01,true
CUST00003072,Ramesh Yadav,RETAIL,45-54,Bagmati,LOW,2020-04-15,2026-01-01,false
CUST00003073,Subash Yadav,PREMIUM,55+,Madhesh,LOW,2024-03-31,2026-01-01,true
CUST00003074,Subash Tamang,SME,18-24,Gandaki,LOW,2025-11-12,2026-01-01,true
CUST00003075,Asmita Yadav,SME,25-34,Bagmati,LOW,2018-09-01,2026-01-01,false
CUST00003076,Suman Rai,RETAIL,55+,Lumbini,MEDIUM,2024-08-06,2026-01-01,true
CUST00003077,Suman Maharjan,SENIOR,45-54,Sudurpashchim,LOW,2019-08-05,2026-01-01,true
CUST00003078,Bikash Karki,SME,25-34,Sudurpashchim,MEDIUM,2023-04-11,2026-01-01,true
CUST00003079,Ramesh Maharjan,PREMIUM,18-24,Koshi,HIGH,2019-08-13,2026-01-01,true
CUST00003080,Maya Bista,RETAIL,45-54,Koshi,LOW,2023-01-27,2026-01-01,true
CUST00003081,Kiran Thapa,PREMIUM,18-24,Gandaki,HIGH,2020-08-06,2026-01-01,true
CUST00003082,Asmita Maharjan,STUDENT,55+,Gandaki,MEDIUM,2021-09-13,2026-01-01,true
CUST00003083,Rita Yadav,RETAIL,25-34,Gandaki,HIGH,2022-04-07,2026-01-01,false
CUST00003084,Bikash Maharjan,STUDENT,35-44,Lumbini,HIGH,2020-01-29,2026-01-01,true
CUST00003085,Puja Rai,SME,45-54,Lumbini,MEDIUM,2021-04-04,2026-01-01,true
CUST00003086,Kiran Thapa,SME,55+,Lumbini,LOW,2019-01-05,2026-01-01,true
CUST00003087,Subash Thapa,STUDENT,25-34,Sudurpashchim,LOW,2021-03-03,2026-01-01,false
CUST00003088,Rita Yadav,RETAIL,25-34,Sudurpashchim,HIGH,2024-01-19,2026-01-01,true
